DateTime,Chuhsi
2020-10-03T00:00:00.0,23.06997287
2020-10-03T01:00:00.0,27.274698980000007
2020-10-03T02:00:00.0,26.75573526
2020-10-03T03:00:00.0,26.429208780000003
2020-10-03T04:00:00.0,26.429208780000003
2020-10-03T05:00:00.0,26.429208780000003
2020-10-03T06:00:00.0,21.647257599999993
2020-10-03T07:00:00.0,21.11664610999999
2020-10-03T08:00:00.0,21.287879300000007
2020-10-03T09:00:00.0,21.647257599999993
2020-10-03T10:00:00.0,-15.0
2020-10-03T11:00:00.0,-15.0
2020-10-03T12:00:00.0,23.437807129999978
2020-10-03T13:00:00.0,25.908321300000026
2020-10-03T14:00:00.0,18.861018779999984
2020-10-03T15:00:00.0,33.75273126
2020-10-03T16:00:00.0,25.908321300000022
2020-10-03T17:00:00.0,25.908321300000022
2020-10-03T18:00:00.0,27.274698979999986
2020-10-03T19:00:00.0,25.908321300000022
2020-10-03T20:00:00.0,22.516107489999996
2020-10-03T21:00:00.0,20.846055390000007
2020-10-03T22:00:00.0,18.57351613999999
2020-10-03T23:00:00.0,18.07250051000001
2020-10-04T00:00:00.0,18.07250051000001
2020-10-04T01:00:00.0,18.07250051000001
2020-10-04T02:00:00.0,30.530225879999993
2020-10-04T03:00:00.0,18.07250051000001
2020-10-04T04:00:00.0,18.463588659999992
2020-10-04T05:00:00.0,14.19121487
2020-10-04T06:00:00.0,26.32425384000001
2020-10-04T07:00:00.0,19.689702860000015
2020-10-04T08:00:00.0,27.274698979999986
2020-10-04T09:00:00.0,18.57351613999999
2020-10-04T10:00:00.0,18.861018779999984
2020-10-04T11:00:00.0,18.861018779999984
2020-10-04T12:00:00.0,19.689702860000015
2020-10-04T13:00:00.0,21.287879300000007
2020-10-04T14:00:00.0,22.492853600000007
2020-10-04T15:00:00.0,23.069972870000004
2020-10-04T16:00:00.0,26.32425384000001
2020-10-04T17:00:00.0,30.530225879999993
2020-10-04T18:00:00.0,33.947092259999984
2020-10-04T19:00:00.0,27.274698980000007
2020-10-04T20:00:00.0,26.79072024000002
2020-10-04T21:00:00.0,23.437807129999978
2020-10-04T22:00:00.0,22.73246256000001
2020-10-04T23:00:00.0,21.647257599999993
2020-10-05T00:00:00.0,20.846055390000007
2020-10-05T01:00:00.0,20.40000349999999
2020-10-05T02:00:00.0,20.40000349999999
2020-10-05T03:00:00.0,20.40000349999999
2020-10-05T04:00:00.0,21.11664610999999
2020-10-05T05:00:00.0,21.843858670000014
2020-10-05T06:00:00.0,20.40000349999999
2020-10-05T07:00:00.0,33.75273126
2020-10-05T08:00:00.0,27.274698979999986
2020-10-05T09:00:00.0,-15.0
2020-10-05T10:00:00.0,-15.0
2020-10-05T11:00:00.0,14.191214869999996
2020-10-05T12:00:00.0,18.861018779999984
2020-10-05T13:00:00.0,19.98354746999999
2020-10-05T14:00:00.0,21.47391042000001
2020-10-05T15:00:00.0,26.32425384000001
2020-10-05T16:00:00.0,26.32425384000001
2020-10-05T17:00:00.0,26.790720240000013
2020-10-05T18:00:00.0,36.12393546
2020-10-05T19:00:00.0,26.790720240000013
2020-10-05T20:00:00.0,26.790720240000013
2020-10-05T21:00:00.0,27.274698979999986
2020-10-05T22:00:00.0,26.790720240000013
2020-10-05T23:00:00.0,26.790720240000013
