DateTime,MaxPower
2020-10-03T00:00:00.0,1.4795926397368422
2020-10-03T00:05:00.0,1.4706888962526314
2020-10-03T00:10:00.0,1.459690153957895
2020-10-03T00:15:00.0,1.4560239069157894
2020-10-03T00:20:00.0,1.4497389116526316
2020-10-03T00:25:00.0,1.4429301669789474
2020-10-03T00:30:00.0,1.4366451717157895
2020-10-03T00:35:00.0,1.4376926705368422
2020-10-03T00:40:00.0,1.4350739223157896
2020-10-03T00:45:00.0,1.4266939294105265
2020-10-03T00:50:00.0,1.4256464294210527
2020-10-03T00:55:00.0,1.4251226800105263
2020-10-03T01:00:00.0,1.4329789246736842
2020-10-03T01:05:00.0,1.427741428231579
2020-10-03T01:10:00.0,1.4256464294210527
2020-10-03T01:15:00.0,1.4225039317894737
2020-10-03T01:20:00.0,1.4188376847473685
2020-10-03T01:25:00.0,1.415171437705263
2020-10-03T01:30:00.0,1.4104576906736843
2020-10-03T01:35:00.0,1.4031251965894738
2020-10-03T01:40:00.0,1.401553948357895
2020-10-03T01:45:00.0,1.3994589495473684
2020-10-03T01:50:00.0,1.3947452025157896
2020-10-03T01:55:00.0,1.3921264542947367
2020-10-03T02:00:00.0,1.402077697768421
2020-10-03T02:05:00.0,1.3957927025052632
2020-10-03T02:10:00.0,1.3916027048842106
2020-10-03T02:15:00.0,1.3900314566526317
2020-10-03T02:20:00.0,1.3884602072526318
2020-10-03T02:25:00.0,1.3853177096210527
2020-10-03T02:30:00.0,1.3837464613894739
2020-10-03T02:35:00.0,1.3816514625789473
2020-10-03T02:40:00.0,1.3800802143473685
2020-10-03T02:45:00.0,1.3769377167157895
2020-10-03T02:50:00.0,1.3737952190842107
2020-10-03T02:55:00.0,1.3806039637578948
2020-10-03T03:00:00.0,1.3821752119894737
2020-10-03T03:05:00.0,1.3853177096210527
2020-10-03T03:10:00.0,1.3826989614
2020-10-03T03:15:00.0,1.3811277131684212
2020-10-03T03:20:00.0,1.3816514625789473
2020-10-03T03:25:00.0,1.3837464613894739
2020-10-03T03:30:00.0,1.3806039637578948
2020-10-03T03:35:00.0,1.3832227119789473
2020-10-03T03:40:00.0,1.3826989614
2020-10-03T03:45:00.0,1.3889839566631579
2020-10-03T03:50:00.0,1.3900314566526317
2020-10-03T03:55:00.0,1.3889839566631579
2020-10-03T04:00:00.0,1.3816514625789473
2020-10-03T04:05:00.0,1.3826989614
2020-10-03T04:10:00.0,1.3884602072526318
2020-10-03T04:15:00.0,1.3879364578421052
2020-10-03T04:20:00.0,1.3916027048842106
2020-10-03T04:25:00.0,1.396840201326316
2020-10-03T04:30:00.0,1.3994589495473684
2020-10-03T04:35:00.0,1.3957927025052632
2020-10-03T04:40:00.0,1.3994589495473684
2020-10-03T04:45:00.0,1.4057439448105262
2020-10-03T04:50:00.0,1.4088864424421053
2020-10-03T04:55:00.0,1.4109814412526318
2020-10-03T05:00:00.0,1.4073151930421055
2020-10-03T05:05:00.0,1.4177901859263158
2020-10-03T05:10:00.0,1.4193614341578946
2020-10-03T05:15:00.0,1.4177901859263158
2020-10-03T05:20:00.0,1.4230276812
2020-10-03T05:25:00.0,1.4266939294105265
2020-10-03T05:30:00.0,1.432455174094737
2020-10-03T05:35:00.0,1.4329789246736842
2020-10-03T05:40:00.0,1.4366451717157895
2020-10-03T05:45:00.0,1.4303601764526317
2020-10-03T05:50:00.0,1.436121422305263
2020-10-03T05:55:00.0,1.439263919936842
2020-10-03T06:00:00.0,1.4298364270421051
2020-10-03T06:05:00.0,1.4408351681684213
2020-10-03T06:10:00.0,1.4418826669894738
2020-10-03T06:15:00.0,1.4429301669789474
2020-10-03T06:20:00.0,1.4481676622526314
2020-10-03T06:25:00.0,1.456547656326316
2020-10-03T06:30:00.0,1.4602139033684212
2020-10-03T06:35:00.0,1.456547656326316
2020-10-03T06:40:00.0,1.454976408094737
2020-10-03T06:45:00.0,1.4570714057368421
2020-10-03T06:50:00.0,1.4607376527789473
2020-10-03T06:55:00.0,1.4717363950736841
2020-10-03T07:00:00.0,1.4685938974421053
2020-10-03T07:05:00.0,1.4884963820526318
2020-10-03T07:10:00.0,1.4994951243473686
2020-10-03T07:15:00.0,1.5120651148736843
2020-10-03T07:20:00.0,1.5235876065789475
2020-10-03T07:25:00.0,1.5319675994842104
2020-10-03T07:30:00.0,1.5466325888210526
2020-10-03T07:35:00.0,1.5576313311157894
2020-10-03T07:40:00.0,1.569677571063158
2020-10-03T07:45:00.0,1.578057565136842
2020-10-03T07:50:00.0,1.589580056842105
2020-10-03T07:55:00.0,1.6063400438210527
2020-10-03T08:00:00.0,1.6089587920421053
2020-10-03T08:05:00.0,1.6257187790210526
2020-10-03T08:10:00.0,1.637765020136842
2020-10-03T08:15:00.0,1.6477162624421051
2020-10-03T08:20:00.0,1.6587150047368422
2020-10-03T08:25:00.0,1.6691899964526316
2020-10-03T08:30:00.0,1.674427492894737
2020-10-03T08:35:00.0,1.6828074869684213
2020-10-03T08:40:00.0,1.6906637304631578
2020-10-03T08:45:00.0,1.6964249763157897
2020-10-03T08:50:00.0,1.710042465663158
2020-10-03T08:55:00.0,1.7152799621052632
2020-10-03T09:00:00.0,1.732563699663158
2020-10-03T09:05:00.0,1.743562440789474
2020-10-03T09:10:00.0,1.755084932494737
2020-10-03T09:15:00.0,1.763464926568421
2020-10-03T09:20:00.0,1.7666074242
2020-10-03T09:25:00.0,1.7739399182842106
2020-10-03T09:30:00.0,1.7817961617789475
2020-10-03T09:35:00.0,1.7859861593999997
2020-10-03T09:40:00.0,1.7927949040736844
2020-10-03T09:45:00.0,1.7980324005157895
2020-10-03T09:50:00.0,1.800127398157895
2020-10-03T09:55:00.0,1.8053648946000003
2020-10-03T10:00:00.0,1.8247436298000002
2020-10-03T10:05:00.0,1.8305048756526314
2020-10-03T10:10:00.0,1.8357423720947372
2020-10-03T10:15:00.0,1.8415036179473683
2020-10-03T10:20:00.0,1.8472648626315789
2020-10-03T10:25:00.0,1.855121107294737
2020-10-03T10:30:00.0,1.8577398555157896
2020-10-03T10:35:00.0,1.8640248507789472
2020-10-03T10:40:00.0,1.8655960990105265
2020-10-03T10:45:00.0,1.8655960990105265
2020-10-03T10:50:00.0,1.8697860966315791
2020-10-03T10:55:00.0,1.871881094273684
2020-10-03T11:00:00.0,1.8807848377578946
2020-10-03T11:05:00.0,1.8844510848
2020-10-03T11:10:00.0,1.888117333010526
2020-10-03T11:15:00.0,1.8912598306421053
2020-10-03T11:20:00.0,1.8902123306526315
2020-10-03T11:25:00.0,1.8912598306421053
