DateTime,MaxPower
2020-10-03T00:00:00.0,0.8180000000000001
2020-10-03T01:00:00.0,1.8040000000000003
2020-10-03T02:00:00.0,3.1300000000000003
2020-10-03T03:00:00.0,3.4780000000000006
2020-10-03T04:00:00.0,3.6189999999999998
2020-10-03T05:00:00.0,3.944
2020-10-03T06:00:00.0,3.472
2020-10-03T07:00:00.0,3.034
2020-10-03T08:00:00.0,2.889
2020-10-03T09:00:00.0,3.031
2020-10-03T10:00:00.0,2.517
2020-10-03T11:00:00.0,2.0730000000000004
2020-10-03T12:00:00.0,2.231
2020-10-03T13:00:00.0,1.7469999999999999
2020-10-03T14:00:00.0,1.201
2020-10-03T15:00:00.0,1.1829999999999998
2020-10-03T16:00:00.0,1.058
2020-10-03T17:00:00.0,1.3559999999999999
2020-10-03T18:00:00.0,0.5920000000000001
2020-10-03T19:00:00.0,0.74
2020-10-03T20:00:00.0,0.831
2020-10-03T21:00:00.0,1.7650000000000001
2020-10-03T22:00:00.0,2.9760000000000004
2020-10-03T23:00:00.0,3.718
2020-10-04T00:00:00.0,3.2350000000000003
2020-10-04T01:00:00.0,3.8260000000000005
2020-10-04T02:00:00.0,4.478
2020-10-04T03:00:00.0,4.104
2020-10-04T04:00:00.0,4.765
2020-10-04T05:00:00.0,4.919
2020-10-04T06:00:00.0,3.652
2020-10-04T07:00:00.0,2.883
2020-10-04T08:00:00.0,2.967
2020-10-04T09:00:00.0,1.6390000000000002
2020-10-04T10:00:00.0,1.699
2020-10-04T11:00:00.0,1.494
2020-10-04T12:00:00.0,0.93
2020-10-04T13:00:00.0,0.728
2020-10-04T14:00:00.0,0.601
2020-10-04T15:00:00.0,0.956
2020-10-04T16:00:00.0,0.9309999999999999
2020-10-04T17:00:00.0,0.0
2020-10-04T18:00:00.0,0.0
2020-10-04T19:00:00.0,0.0
2020-10-04T20:00:00.0,0.0
2020-10-04T21:00:00.0,0.0
2020-10-04T22:00:00.0,0.0
2020-10-04T23:00:00.0,0.0
2020-10-05T00:00:00.0,0.0
2020-10-05T01:00:00.0,0.0
2020-10-05T02:00:00.0,0.0
2020-10-05T03:00:00.0,0.0
2020-10-05T04:00:00.0,1.642
2020-10-05T05:00:00.0,2.286
2020-10-05T06:00:00.0,3.274
2020-10-05T07:00:00.0,3.4650000000000003
2020-10-05T08:00:00.0,2.984
2020-10-05T09:00:00.0,0.955
2020-10-05T10:00:00.0,0.9410000000000001
2020-10-05T11:00:00.0,0.583
2020-10-05T12:00:00.0,0.247
2020-10-05T13:00:00.0,0.13699999999999998
2020-10-05T14:00:00.0,0.057
2020-10-05T15:00:00.0,0.04900000000000001
2020-10-05T16:00:00.0,0.044000000000000004
2020-10-05T17:00:00.0,0.24300000000000002
2020-10-05T18:00:00.0,0.189
2020-10-05T19:00:00.0,0.202
2020-10-05T20:00:00.0,0.017
2020-10-05T21:00:00.0,0.0010000000000000002
2020-10-05T22:00:00.0,0.005
2020-10-05T23:00:00.0,0.025
