DateTime,Barton
2020-10-01T00:00:00.0,28.865743354838706
2020-10-01T01:00:00.0,27.12890838000003
2020-10-01T02:00:00.0,26.84514131999997
2020-10-01T03:00:00.0,26.845141320000003
2020-10-01T04:00:00.0,27.754750800000046
2020-10-01T05:00:00.0,30.27755657999968
2020-10-01T06:00:00.0,-14.999999999999984
2020-10-01T07:00:00.0,-14.999999999999964
2020-10-01T08:00:00.0,-14.999999999999968
2020-10-01T09:00:00.0,-15.000000000000016
2020-10-01T10:00:00.0,-14.999999999999982
2020-10-01T11:00:00.0,-14.999999999999982
2020-10-01T12:00:00.0,15.731579340000028
2020-10-01T13:00:00.0,22.732462560000023
2020-10-01T14:00:00.0,25.908321300000022
2020-10-01T15:00:00.0,25.908321299999994
2020-10-01T16:00:00.0,30.277556579999914
2020-10-01T17:00:00.0,253.25245870859487
2020-10-01T18:00:00.0,31.503393399839545
2020-10-01T19:00:00.0,30.277556579999914
2020-10-01T20:00:00.0,29.768330760000044
2020-10-01T21:00:00.0,26.79072024
2020-10-01T22:00:00.0,26.32425384000001
2020-10-01T23:00:00.0,26.42920877999984
2020-10-02T00:00:00.0,25.90832130000001
2020-10-02T01:00:00.0,25.908321300000008
2020-10-02T02:00:00.0,25.9083213
2020-10-02T03:00:00.0,26.324253840000026
2020-10-02T04:00:00.0,27.754750800000057
2020-10-02T05:00:00.0,31.727489639999476
2020-10-02T06:00:00.0,-14.999999999999943
2020-10-02T07:00:00.0,-14.999999999999922
2020-10-02T08:00:00.0,-15.000000000000016
2020-10-02T09:00:00.0,-14.999999999999993
2020-10-02T10:00:00.0,-15.000000000000007
2020-10-02T11:00:00.0,22.576973760000048
2020-10-02T12:00:00.0,23.128959000000005
2020-10-02T13:00:00.0,26.429208779999794
2020-10-02T14:00:00.0,26.429208780000298
2020-10-02T15:00:00.0,26.755735259999934
2020-10-02T16:00:00.0,30.530225880000067
2020-10-02T17:00:00.0,74.21547056804746
2020-10-02T18:00:00.0,74.42558200394335
2020-10-02T19:00:00.0,31.727489639999767
2020-10-02T20:00:00.0,30.27755657999983
2020-10-02T21:00:00.0,27.276622739999915
2020-10-02T22:00:00.0,26.790720240000095
2020-10-02T23:00:00.0,26.790720240000006
2020-10-03T00:00:00.0,26.32425384000003
2020-10-03T01:00:00.0,26.324253840000036
2020-10-03T02:00:00.0,28.305649290322616
2020-10-03T03:00:00.0,26.79072024000015
2020-10-03T04:00:00.0,28.30564929032261
2020-10-03T05:00:00.0,28.112402309354636
2020-10-03T06:00:00.0,-15.000000000000043
2020-10-03T07:00:00.0,-14.999999999999984
2020-10-03T08:00:00.0,-15.000000000000002
2020-10-03T09:00:00.0,-15.000000000000014
2020-10-03T10:00:00.0,-15.000000000000023
2020-10-03T11:00:00.0,-13.950000000000024
2020-10-03T12:00:00.0,22.73246256
2020-10-03T13:00:00.0,22.732462559999995
2020-10-03T14:00:00.0,22.732462559999977
2020-10-03T15:00:00.0,26.32425384000002
2020-10-03T16:00:00.0,30.277556579999825
2020-10-03T17:00:00.0,31.089985559999967
2020-10-03T18:00:00.0,203.58429629408718
2020-10-03T19:00:00.0,31.72748963999982
2020-10-03T20:00:00.0,26.755735259999952
2020-10-03T21:00:00.0,23.206703400000606
2020-10-03T22:00:00.0,15.55466538999975
2020-10-03T23:00:00.0,15.55466538999975
