DateTime,MaxPower
2020-10-01T00:00:00.0,0.0
2020-10-01T01:00:00.0,0.0
2020-10-01T02:00:00.0,0.0
2020-10-01T03:00:00.0,0.0
2020-10-01T04:00:00.0,0.0
2020-10-01T05:00:00.0,0.0
2020-10-01T06:00:00.0,1.2759999999999998
2020-10-01T07:00:00.0,1.646
2020-10-01T08:00:00.0,1.774
2020-10-01T09:00:00.0,1.8219999999999996
2020-10-01T10:00:00.0,1.8119999999999996
2020-10-01T11:00:00.0,1.7399999999999998
2020-10-01T12:00:00.0,1.7459999999999998
2020-10-01T13:00:00.0,1.712
2020-10-01T14:00:00.0,1.644
2020-10-01T15:00:00.0,1.326
2020-10-01T16:00:00.0,0.522
2020-10-01T17:00:00.0,0.0
2020-10-01T18:00:00.0,0.0
2020-10-01T19:00:00.0,0.0
2020-10-01T20:00:00.0,0.0
2020-10-01T21:00:00.0,0.0
2020-10-01T22:00:00.0,0.0
2020-10-01T23:00:00.0,0.0
2020-10-02T00:00:00.0,0.0
2020-10-02T01:00:00.0,0.0
2020-10-02T02:00:00.0,0.0
2020-10-02T03:00:00.0,0.0
2020-10-02T04:00:00.0,0.0
2020-10-02T05:00:00.0,0.0
2020-10-02T06:00:00.0,1.224
2020-10-02T07:00:00.0,1.5719999999999998
2020-10-02T08:00:00.0,1.728
2020-10-02T09:00:00.0,1.7659999999999998
2020-10-02T10:00:00.0,1.754
2020-10-02T11:00:00.0,1.654
2020-10-02T12:00:00.0,1.682
2020-10-02T13:00:00.0,1.5819999999999999
2020-10-02T14:00:00.0,1.5299999999999998
2020-10-02T15:00:00.0,1.268
2020-10-02T16:00:00.0,0.47
2020-10-02T17:00:00.0,0.0
2020-10-02T18:00:00.0,0.0
2020-10-02T19:00:00.0,0.0
2020-10-02T20:00:00.0,0.0
2020-10-02T21:00:00.0,0.0
2020-10-02T22:00:00.0,0.0
2020-10-02T23:00:00.0,0.0
2020-10-03T00:00:00.0,0.0
2020-10-03T01:00:00.0,0.0
2020-10-03T02:00:00.0,0.0
2020-10-03T03:00:00.0,0.0
2020-10-03T04:00:00.0,0.0
2020-10-03T05:00:00.0,0.0
2020-10-03T06:00:00.0,1.216
2020-10-03T07:00:00.0,1.5080000000000002
2020-10-03T08:00:00.0,1.728
2020-10-03T09:00:00.0,1.786
2020-10-03T10:00:00.0,1.79
2020-10-03T11:00:00.0,1.804
2020-10-03T12:00:00.0,1.75
2020-10-03T13:00:00.0,1.6359999999999997
2020-10-03T14:00:00.0,1.47
2020-10-03T15:00:00.0,1.2859999999999998
2020-10-03T16:00:00.0,0.4779999999999999
2020-10-03T17:00:00.0,0.0
2020-10-03T18:00:00.0,0.0
2020-10-03T19:00:00.0,0.0
2020-10-03T20:00:00.0,0.0
2020-10-03T21:00:00.0,0.0
2020-10-03T22:00:00.0,0.0
2020-10-03T23:00:00.0,0.0
