DateTime,MaxPower
2020-10-03T00:00:00.0,0.14300000000000002
2020-10-03T00:05:00.0,0.11800000000000002
2020-10-03T00:10:00.0,0.12800000000000003
2020-10-03T00:15:00.0,0.11
2020-10-03T00:20:00.0,0.089
2020-10-03T00:25:00.0,0.114
2020-10-03T00:30:00.0,0.145
2020-10-03T00:35:00.0,0.167
2020-10-03T00:40:00.0,0.179
2020-10-03T00:45:00.0,0.16100000000000003
2020-10-03T00:50:00.0,0.13000000000000003
2020-10-03T00:55:00.0,0.169
2020-10-03T01:00:00.0,0.15000000000000002
2020-10-03T01:05:00.0,0.14
2020-10-03T01:10:00.0,0.146
2020-10-03T01:15:00.0,0.11699999999999999
2020-10-03T01:20:00.0,0.11800000000000002
2020-10-03T01:25:00.0,0.134
2020-10-03T01:30:00.0,0.168
2020-10-03T01:35:00.0,0.158
2020-10-03T01:40:00.0,0.182
2020-10-03T01:45:00.0,0.155
2020-10-03T01:50:00.0,0.15000000000000002
2020-10-03T01:55:00.0,0.14200000000000002
2020-10-03T02:00:00.0,0.153
2020-10-03T02:05:00.0,0.171
2020-10-03T02:10:00.0,0.155
2020-10-03T02:15:00.0,0.14200000000000002
2020-10-03T02:20:00.0,0.144
2020-10-03T02:25:00.0,0.147
2020-10-03T02:30:00.0,0.147
2020-10-03T02:35:00.0,0.156
2020-10-03T02:40:00.0,0.155
2020-10-03T02:45:00.0,0.17500000000000002
2020-10-03T02:50:00.0,0.18600000000000003
2020-10-03T02:55:00.0,0.165
2020-10-03T03:00:00.0,0.17600000000000002
2020-10-03T03:05:00.0,0.17300000000000001
2020-10-03T03:10:00.0,0.18600000000000003
2020-10-03T03:15:00.0,0.182
2020-10-03T03:20:00.0,0.191
2020-10-03T03:25:00.0,0.244
2020-10-03T03:30:00.0,0.309
2020-10-03T03:35:00.0,0.267
2020-10-03T03:40:00.0,0.312
2020-10-03T03:45:00.0,0.32299999999999995
2020-10-03T03:50:00.0,0.289
2020-10-03T03:55:00.0,0.30000000000000004
2020-10-03T04:00:00.0,0.377
2020-10-03T04:05:00.0,0.381
2020-10-03T04:10:00.0,0.37100000000000005
2020-10-03T04:15:00.0,0.379
2020-10-03T04:20:00.0,0.356
2020-10-03T04:25:00.0,0.39399999999999996
2020-10-03T04:30:00.0,0.39200000000000007
2020-10-03T04:35:00.0,0.386
2020-10-03T04:40:00.0,0.363
2020-10-03T04:45:00.0,0.356
2020-10-03T04:50:00.0,0.364
2020-10-03T04:55:00.0,0.37200000000000005
2020-10-03T05:00:00.0,0.356
2020-10-03T05:05:00.0,0.36600000000000005
2020-10-03T05:10:00.0,0.361
2020-10-03T05:15:00.0,0.312
2020-10-03T05:20:00.0,0.316
2020-10-03T05:25:00.0,0.32600000000000007
2020-10-03T05:30:00.0,0.369
2020-10-03T05:35:00.0,0.35000000000000003
2020-10-03T05:40:00.0,0.309
2020-10-03T05:45:00.0,0.349
2020-10-03T05:50:00.0,0.402
2020-10-03T05:55:00.0,0.379
